21, Private, 348092, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Haiti, <=50K.
22, Private, 218415, Some-college, 10, Never-married, Tech-support, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
45, Private, 105431, HS-grad, 9, Divorced, Farming-fishing, Unmarried, Black, Female, 0, 0, 39, United-States, <=50K.
32, ?, 373231, Some-college, 10, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
29, Private, 59792, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, <=50K.
44, Private, 75742, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 186731, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 310197, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 73413, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
39, Private, 175232, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 338948, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
22, Private, 95647, 11th, 7, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
43, Self-emp-inc, 677398, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K.
26, Self-emp-not-inc, 263300, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 75, United-States, <=50K.
47, Federal-gov, 218325, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K.
37, Local-gov, 156261, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K.
25, Private, 165817, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 304605, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
39, Self-emp-not-inc, 245361, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
45, Federal-gov, 230685, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
18, ?, 184502, 11th, 7, Never-married, ?, Own-child, Black, Male, 0, 0, 30, United-States, <=50K.
37, Local-gov, 116736, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 178952, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 156266, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K.
22, Private, 163519, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
18, Private, 296090, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
22, Private, 119742, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 269763, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K.
56, Private, 287833, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K.
19, ?, 190093, 12th, 8, Never-married, ?, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
74, Self-emp-inc, 148003, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 6, United-States, >50K.
18, Private, 131414, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 172571, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, Local-gov, 184440, 12th, 8, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 36, United-States, <=50K.
28, Private, 216479, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 293475, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
53, Federal-gov, 109982, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Self-emp-not-inc, 205033, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
32, Local-gov, 56658, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
58, Private, 159008, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K.
28, Private, 37302, HS-grad, 9, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
33, Local-gov, 107417, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
33, Private, 236379, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
51, Private, 57637, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
51, Private, 276214, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Self-emp-not-inc, 113749, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 100837, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 2002, 66, United-States, <=50K.
45, Private, 239058, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
19, Private, 286419, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
52, ?, 50934, Assoc-acdm, 12, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, United-States, >50K.
21, Private, 283969, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, Mexico, <=50K.
76, Private, 152839, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K.
46, Local-gov, 32290, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 204373, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
51, Private, 126528, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
19, Private, 245408, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
30, State-gov, 127610, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 132919, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 12, United-States, >50K.
68, Private, 58547, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1735, 48, United-States, <=50K.
36, Private, 251091, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
71, Private, 149950, HS-grad, 9, Widowed, Priv-house-serv, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
32, Private, 464621, Some-college, 10, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
43, Private, 170230, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 100294, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
24, Local-gov, 234108, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 33046, Assoc-voc, 11, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K.
76, Private, 84428, Some-college, 10, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female, 2062, 0, 37, United-States, <=50K.
35, Self-emp-not-inc, 107662, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 5, Canada, <=50K.
76, Private, 152839, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K.
46, Local-gov, 32290, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 204373, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
51, Private, 126528, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
19, Private, 245408, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
30, State-gov, 127610, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 132919, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 12, United-States, >50K.
68, Private, 58547, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1735, 48, United-States, <=50K.
36, Private, 251091, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
71, Private, 149950, HS-grad, 9, Widowed, Priv-house-serv, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
32, Private, 464621, Some-college, 10, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
43, Private, 170230, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 100294, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
24, Local-gov, 234108, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 33046, Assoc-voc, 11, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K.
76, Private, 84428, Some-college, 10, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female, 2062, 0, 37, United-States, <=50K.
35, Self-emp-not-inc, 107662, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 5, Canada, <=50K.
